20 undirected graphs in udwGs.txt.
** Note: Since (x,y,w) in E implies (y,x,w) in E, only one edge is listed.

** G1: |V|=10  V={0,1,...,9}
(u, v, w) E = { 
      (74, 160, 0.841)
      (74, 161, 0.793)
      (74, 163, 0.011)
      (74, 164, 0.271)
      (74, 166, 0.414)
      (74, 167, 0.910)
      (74, 170, 0.557)
      (74, 173, 0.918)
      (74, 175, 0.159)
      (74, 176, 0.717)
      (74, 178, 0.557)
      (74, 179, 0.301)
      (74, 181, 0.070)
      (74, 183, 0.002)
      (74, 185, 0.032)
      (74, 186, 0.060)
      (74, 195, 0.660)
      (74, 196, 0.195)
      (74, 198, 0.646)
      (75, 76, 0.861)
      (75, 77, 0.203)
      (75, 81, 0.215)
      (75, 82, 0.484)
      (75, 84, 0.893)
      (75, 86, 0.758)
      (75, 89, 0.899)
      (75, 91, 0.181)
      (75, 92, 0.036)
      (75, 94, 0.382)
      (75, 97, 0.885)
      (75, 99, 0.758)
      (75, 101, 0.041)
      (75, 102, 0.168)
      (75, 104, 0.958)
      (75, 105, 0.561)
      (75, 106, 0.686)
      (75, 107, 0.952)
      (75, 108, 0.231)
      (75, 109, 0.343)
      (75, 110, 0.294)
      (75, 114, 0.789)
      (75, 118, 0.232)
      (75, 121, 0.694)
      (75, 123, 0.167)
      (75, 124, 0.600)
      (75, 129, 0.900)
      (75, 131, 0.652)
      (75, 135, 0.473)
      (75, 136, 0.713)
      (75, 137, 0.752)
      (75, 138, 0.602)
      (75, 139, 0.871)
      (75, 142, 0.363)
      (75, 144, 0.968)
      (75, 152, 0.275)
      (75, 154, 0.688)
      (75, 157, 0.602)
      (75, 159, 0.980)
      (75, 160, 0.932)
      (75, 162, 0.785)
      (75, 163, 0.498)
      (75, 164, 0.190)
      (75, 166, 0.652)
      (75, 168, 0.327)
      (75, 169, 0.935)
      (75, 170, 0.818)
      (75, 173, 0.949)
      (75, 175, 0.564)
      (75, 176, 0.803)
      (75, 178, 0.545)
      (75, 179, 0.834)
      (75, 183, 0.383)
      (75, 186, 0.889)
      (75, 187, 0.496)
      (75, 189, 0.820)
      (75, 192, 0.821)
      (75, 193, 0.302)
      (75, 194, 0.342)
      (75, 196, 0.308)
      (75, 198, 0.958)
      (75, 199, 0.853)
      (76, 81, 0.785)
      (76, 83, 0.260)
      (76, 85, 0.617)
      (76, 87, 0.401)
      (76, 88, 0.434)
      (76, 89, 0.042)
      (76, 90, 0.048)
      (76, 91, 0.821)
      (76, 92, 0.162)
      (76, 94, 0.854)
      (76, 95, 0.380)
      (76, 96, 0.900)
      (76, 101, 0.323)
      (76, 102, 0.222)
      (76, 103, 0.948)
      (76, 105, 0.183)
      (76, 109, 0.862)
      (76, 110, 0.616)
      (76, 111, 0.705)
      (76, 116, 0.497)
      (76, 117, 0.195)
      (76, 121, 0.351)
      (76, 122, 0.893)
      (76, 125, 0.658)
      (76, 127, 0.963)
      (76, 128, 0.621)
      (76, 129, 0.777)
      (76, 135, 0.649)
      (76, 136, 0.158)
      (76, 137, 0.658)
      (76, 142, 0.756)
      (76, 146, 0.371)
      (76, 147, 0.916)
      (76, 149, 0.743)
      (76, 151, 0.388)
      (76, 153, 0.935)
      (76, 157, 0.231)
      (76, 163, 0.017)
      (76, 165, 0.926)
      (76, 166, 0.338)
      (76, 169, 0.188)
      (76, 170, 0.853)
      (76, 172, 0.752)
      (76, 174, 0.283)
      (76, 176, 0.866)
      (76, 181, 0.802)
      (76, 182, 0.696)
      (76, 183, 0.851)
      (76, 184, 0.921)
      (76, 185, 0.017)
      (76, 187, 0.619)
      (76, 189, 0.705)
      (76, 190, 0.031)
      (76, 194, 0.383)
      (76, 196, 0.769)
      (76, 198, 0.528)
      (76, 199, 0.762)
      (77, 80, 0.516)
      (77, 81, 0.385)
      (77, 82, 0.413)
      (77, 83, 0.152)
      (77, 84, 0.193)
      (77, 86, 0.722)
      (77, 89, 0.025)
      (77, 90, 0.293)
      (77, 91, 0.765)
      (77, 92, 0.187)
      (77, 93, 0.435)
      (77, 94, 0.432)
      (77, 95, 0.571)
      (77, 96, 0.538)
      (77, 97, 0.662)
      (77, 98, 0.699)
      (77, 101, 0.432)
      (77, 102, 0.199)
      (77, 103, 0.133)
      (77, 105, 0.353)
      (77, 106, 0.806)
      (77, 111, 0.534)
      (77, 112, 0.472)
      (77, 114, 0.599)
      (77, 115, 0.337)
      (77, 116, 0.604)
      (77, 121, 0.226)
      (77, 123, 0.373)
      (77, 128, 0.088)
      (77, 129, 0.301)
      (77, 131, 0.434)
      (77, 132, 0.194)
      (77, 134, 0.939)
      (77, 135, 0.958)
      (77, 136, 0.215)
      (77, 137, 0.130)
      (77, 138, 0.299)
      (77, 139, 0.497)
      (77, 140, 0.868)
      (77, 142, 0.147)
      (77, 143, 0.477)
      (77, 145, 0.934)
      (77, 146, 0.336)
      (77, 147, 0.657)
      (77, 148, 0.837)
      (77, 150, 0.587)
      (77, 151, 0.281)
      (77, 153, 0.841)
      (77, 154, 0.089)
      (77, 157, 0.649)
      (77, 160, 0.407)
      (77, 162, 0.426)
      (77, 163, 0.919)
      (77, 164, 0.881)
      (77, 165, 0.137)
      (77, 169, 0.954)
      (77, 173, 0.467)
      (77, 175, 0.062)
      (77, 176, 0.217)
      (77, 177, 0.222)
      (77, 178, 0.043)
      (77, 181, 0.474)
      (77, 184, 0.326)
      (77, 188, 0.474)
      (77, 189, 0.871)
      (77, 191, 0.162)
      (77, 192, 0.324)
      (77, 193, 0.168)
      (77, 195, 0.569)
      (77, 198, 0.916)
      (78, 80, 0.324)
      (78, 81, 0.596)
      (78, 82, 0.563)
      (78, 85, 0.909)
      (78, 87, 0.392)
      (78, 93, 0.405)
      (78, 94, 0.587)
      (78, 95, 0.739)
      (78, 97, 0.303)
      (78, 99, 0.143)
      (78, 103, 0.981)
      (78, 105, 0.163)
      (78, 107, 0.447)
      (78, 108, 0.230)
      (78, 109, 0.535)
      (78, 111, 0.158)
      (78, 112, 0.690)
      (78, 113, 0.429)
      (78, 115, 0.218)
      (78, 118, 0.076)
      (78, 119, 0.685)
      (78, 121, 0.723)
      (78, 124, 0.247)
      (78, 125, 0.571)
      (78, 126, 0.943)
      (78, 127, 0.720)
      (78, 130, 0.620)
      (78, 131, 0.649)
      (78, 132, 0.704)
      (78, 133, 0.144)
      (78, 135, 0.372)
      (78, 136, 0.680)
      (78, 138, 0.524)
      (78, 139, 0.702)
      (78, 142, 0.581)
      (78, 144, 0.449)
      (78, 148, 0.295)
      (78, 149, 0.644)
      (78, 150, 0.358)
      (78, 155, 0.356)
      (78, 156, 0.347)
      (78, 158, 0.627)
      (78, 161, 0.829)
      (78, 166, 0.702)
      (78, 168, 0.162)
      (78, 169, 0.067)
      (78, 175, 0.449)
      (78, 177, 0.572)
      (78, 179, 0.188)
      (78, 181, 0.033)
      (78, 187, 0.795)
      (78, 188, 0.225)
      (78, 189, 0.219)
      (78, 190, 0.876)
      (78, 191, 0.371)
      (78, 193, 0.024)
      (78, 195, 0.821)
      (78, 196, 0.202)
      (78, 199, 0.859)
      (79, 82, 0.935)
      (79, 85, 0.311)
      (79, 91, 0.505)
      (79, 94, 0.661)
      (79, 95, 0.265)
      (79, 96, 0.877)
      (79, 97, 0.777)
      (79, 99, 0.562)
      (79, 105, 0.894)
      (79, 106, 0.526)
      (79, 108, 0.647)
      (79, 109, 0.829)
      (79, 110, 0.468)
      (79, 111, 0.686)
      (79, 115, 0.183)
      (79, 116, 0.075)
      (79, 118, 0.125)
      (79, 121, 0.444)
      (79, 123, 0.288)
      (79, 124, 0.790)
      (79, 126, 0.161)
      (79, 130, 0.603)
      (79, 132, 0.768)
      (79, 133, 0.514)
      (79, 134, 0.658)
      (79, 135, 0.974)
      (79, 137, 0.499)
      (79, 139, 0.256)
      (79, 140, 0.521)
      (79, 144, 0.566)
      (79, 147, 0.832)
      (79, 155, 0.901)
      (79, 156, 0.541)
      (79, 157, 0.641)
      (79, 159, 0.297)
      (79, 161, 0.038)
      (79, 162, 0.091)
      (79, 167, 0.905)
      (79, 170, 0.937)
      (79, 172, 0.851)
      (79, 173, 0.786)
      (79, 175, 0.474)
      (79, 176, 0.080)
      (79, 177, 0.445)
      (79, 178, 0.006)
      (79, 180, 0.638)
      (79, 183, 0.181)
      (79, 193, 0.289)
      (79, 195, 0.460)
      (79, 198, 0.843)
      (80, 83, 0.450)
      (80, 93, 0.212)
      (80, 94, 0.080)
      (80, 95, 0.776)
      (80, 97, 0.316)
      (80, 98, 0.774)
      (80, 100, 0.418)
      (80, 101, 0.909)
      (80, 103, 0.440)
      (80, 104, 0.669)
      (80, 110, 0.352)
      (80, 112, 0.368)
      (80, 113, 0.907)
      (80, 114, 0.236)
      (80, 116, 0.375)
      (80, 117, 0.530)
      (80, 118, 0.436)
      (80, 119, 0.071)
      (80, 121, 0.935)
      (80, 124, 0.319)
      (80, 127, 0.910)
      (80, 129, 0.203)
      (80, 131, 0.308)
      (80, 132, 0.790)
      (80, 133, 0.335)
      (80, 135, 0.294)
      (80, 136, 0.273)
      (80, 138, 0.207)
      (80, 142, 0.343)
      (80, 145, 0.827)
      (80, 147, 0.401)
      (80, 148, 0.492)
      (80, 149, 0.711)
      (80, 150, 0.334)
      (80, 153, 0.144)
      (80, 155, 0.621)
      (80, 156, 0.964)
      (80, 157, 0.275)
      (80, 158, 0.008)
      (80, 159, 0.271)
      (80, 162, 0.035)
      (80, 164, 0.302)
      (80, 165, 0.016)
      (80, 166, 0.769)
      (80, 168, 0.106)
      (80, 172, 0.313)
      (80, 174, 0.361)
      (80, 175, 0.200)
      (80, 176, 0.235)
      (80, 177, 0.851)
      (80, 179, 0.597)
      (80, 181, 0.351)
      (80, 182, 0.089)
      (80, 183, 0.131)
      (80, 184, 0.990)
      (80, 185, 0.002)
      (80, 186, 0.124)
      (80, 189, 0.232)
      (80, 190, 0.676)
      (80, 191, 0.975)
      (80, 192, 0.863)
      (80, 197, 0.736)
      (81, 83, 0.075)
      (81, 84, 0.275)
      (81, 85, 0.481)
      (81, 87, 0.426)
      (81, 89, 0.617)
      (81, 90, 0.581)
      (81, 91, 0.788)
      (81, 97, 0.487)
      (81, 99, 0.217)
      (81, 100, 0.333)
      (81, 102, 0.826)
      (81, 104, 0.021)
      (81, 107, 0.075)
      (81, 108, 0.675)
      (81, 109, 0.726)
      (81, 111, 0.571)
      (81, 114, 0.330)
      (81, 115, 0.555)
      (81, 116, 0.177)
      (81, 121, 0.810)
      (81, 123, 0.814)
      (81, 124, 0.330)
      (81, 127, 0.840)
      (81, 129, 0.494)
      (81, 131, 0.648)
      (81, 133, 0.370)
      (81, 134, 0.309)
      (81, 135, 0.262)
      (81, 140, 0.705)
      (81, 142, 0.242)
      (81, 149, 0.769)
      (81, 150, 0.917)
      (81, 151, 0.049)
      (81, 152, 0.256)
      (81, 154, 0.321)
      (81, 157, 0.347)
      (81, 159, 0.252)
      (81, 162, 0.330)
      (81, 164, 0.082)
      (81, 165, 0.373)
      (81, 166, 0.188)
      (81, 167, 0.374)
      (81, 169, 0.519)
      (81, 171, 0.370)
      (81, 173, 0.250)
      (81, 174, 0.632)
      (81, 176, 0.181)
      (81, 177, 0.719)
      (81, 178, 0.148)
      (81, 179, 0.734)
      (81, 182, 0.937)
      (81, 186, 0.784)
      (81, 188, 0.428)
      (81, 190, 0.513)
      (81, 191, 0.055)
      (81, 192, 0.349)
      (81, 193, 0.582)
      (81, 197, 0.003)
      (82, 84, 0.993)
      (82, 86, 0.157)
      (82, 88, 0.156)
      (82, 90, 0.423)
      (82, 95, 0.545)
      (82, 96, 0.524)
      (82, 98, 0.585)
      (82, 100, 0.346)
      (82, 101, 0.092)
      (82, 105, 0.738)
      (82, 107, 0.580)
      (82, 108, 0.725)
      (82, 111, 0.039)
      (82, 112, 0.355)
      (82, 114, 0.743)
      (82, 115, 0.918)
      (82, 116, 0.197)
      (82, 117, 0.320)
      (82, 118, 0.782)
      (82, 121, 0.331)
      (82, 124, 0.745)
      (82, 125, 0.273)
      (82, 129, 0.103)
      (82, 130, 0.903)
      (82, 131, 0.662)
      (82, 136, 0.327)
      (82, 143, 0.797)
      (82, 144, 0.161)
      (82, 145, 0.961)
      (82, 147, 0.039)
      (82, 149, 0.027)
      (82, 150, 0.214)
      (82, 153, 0.854)
      (82, 154, 0.335)
      (82, 155, 0.610)
      (82, 156, 0.683)
      (82, 157, 0.002)
      (82, 158, 0.628)
      (82, 161, 0.155)
      (82, 163, 0.229)
      (82, 167, 0.356)
      (82, 171, 0.455)
      (82, 172, 0.453)
      (82, 173, 0.018)
      (82, 174, 0.684)
      (82, 179, 0.536)
      (82, 181, 0.949)
      (82, 182, 0.219)
      (82, 185, 0.782)
      (82, 190, 0.269)
      (82, 192, 0.026)
      (82, 194, 0.383)
      (82, 198, 0.542)
      (83, 84, 0.336)
      (83, 85, 0.537)
      (83, 89, 0.309)
      (83, 90, 0.491)
      (83, 91, 0.270)
      (83, 92, 0.461)
      (83, 93, 0.875)
      (83, 94, 0.174)
      (83, 96, 0.544)
      (83, 98, 0.840)
      (83, 99, 0.131)
      (83, 101, 0.735)
      (83, 102, 0.990)
      (83, 103, 0.162)
      (83, 105, 0.832)
      (83, 107, 0.389)
      (83, 110, 0.122)
      (83, 111, 0.194)
      (83, 112, 0.537)
      (83, 113, 0.023)
      (83, 114, 0.262)
      (83, 117, 0.832)
      (83, 120, 0.300)
      (83, 122, 0.049)
      (83, 130, 0.170)
      (83, 132, 0.943)
      (83, 134, 0.998)
      (83, 138, 0.746)
      (83, 139, 0.298)
      (83, 140, 0.310)
      (83, 142, 0.334)
      (83, 145, 0.790)
      (83, 146, 0.629)
      (83, 147, 0.731)
      (83, 148, 0.571)
      (83, 149, 0.331)
      (83, 150, 0.541)
      (83, 151, 0.060)
      (83, 152, 0.167)
      (83, 154, 0.003)
      (83, 155, 0.071)
      (83, 156, 0.455)
      (83, 157, 0.561)
      (83, 158, 0.479)
      (83, 160, 0.462)
      (83, 162, 0.398)
      (83, 164, 0.467)
      (83, 165, 0.767)
      (83, 166, 0.877)
      (83, 168, 0.111)
      (83, 169, 0.267)
      (83, 170, 0.254)
      (83, 172, 0.763)
      (83, 174, 0.824)
      (83, 175, 0.212)
      (83, 177, 0.611)
      (83, 181, 0.378)
      (83, 182, 0.004)
      (83, 183, 0.425)
      (83, 187, 0.075)
      (83, 189, 0.665)
      (83, 190, 0.036)
      (83, 196, 0.930)
      (83, 199, 0.297)
      (84, 85, 0.775)
      (84, 87, 0.040)
      (84, 88, 0.233)
      (84, 93, 0.882)
      (84, 95, 0.223)
      (84, 98, 0.496)
      (84, 99, 0.295)
      (84, 104, 0.010)
      (84, 105, 0.901)
      (84, 107, 0.075)
      (84, 108, 0.096)
      (84, 109, 0.016)
      (84, 112, 0.867)
      (84, 113, 0.623)
      (84, 115, 0.361)
      (84, 116, 0.625)
      (84, 119, 0.150)
      (84, 120, 0.550)
      (84, 123, 0.458)
      (84, 124, 0.604)
      (84, 125, 0.601)
      (84, 126, 0.979)
      (84, 128, 0.899)
      (84, 133, 0.965)
      (84, 134, 0.124)
      (84, 138, 0.872)
      (84, 140, 0.354)
      (84, 142, 0.478)
      (84, 143, 0.563)
      (84, 145, 0.030)
      (84, 146, 0.631)
      (84, 148, 0.201)
      (84, 149, 0.830)
      (84, 150, 0.272)
      (84, 151, 0.560)
      (84, 152, 0.908)
      (84, 153, 0.873)
      (84, 154, 0.349)
      (84, 155, 0.339)
      (84, 156, 0.809)
      (84, 158, 0.484)
      (84, 160, 0.120)
      (84, 161, 0.477)
      (84, 162, 0.701)
      (84, 164, 0.971)
      (84, 166, 0.337)
      (84, 169, 0.107)
      (84, 170, 0.749)
      (84, 173, 0.243)
      (84, 174, 0.897)
      (84, 176, 0.114)
      (84, 178, 0.431)
      (84, 179, 0.885)
      (84, 182, 0.824)
      (84, 184, 0.208)
      (84, 187, 0.762)
      (84, 188, 0.430)
      (84, 189, 0.319)
      (84, 191, 0.813)
      (84, 192, 0.852)
      (84, 193, 0.114)
      (84, 194, 0.147)
      (84, 196, 0.387)
      (85, 87, 0.964)
      (85, 93, 0.066)
      (85, 94, 0.328)
      (85, 99, 0.588)
      (85, 101, 0.767)
      (85, 102, 0.079)
      (85, 103, 0.542)
      (85, 104, 0.531)
      (85, 105, 0.130)
      (85, 111, 0.780)
      (85, 113, 0.922)
      (85, 114, 0.201)
      (85, 116, 0.899)
      (85, 117, 0.319)
      (85, 118, 0.961)
      (85, 120, 0.010)
      (85, 121, 0.339)
      (85, 124, 0.406)
      (85, 126, 0.035)
      (85, 127, 0.374)
      (85, 129, 0.534)
      (85, 134, 0.886)
      (85, 136, 0.657)
      (85, 137, 0.151)
      (85, 138, 0.885)
      (85, 139, 0.846)
      (85, 140, 0.972)
      (85, 146, 0.736)
      (85, 147, 0.990)
      (85, 148, 0.625)
      (85, 149, 0.123)
      (85, 152, 0.642)
      (85, 153, 0.617)
      (85, 155, 0.005)
      (85, 156, 0.081)
      (85, 160, 0.416)
      (85, 164, 0.181)
      (85, 165, 0.277)
      (85, 166, 0.255)
      (85, 167, 0.835)
      (85, 170, 0.118)
      (85, 172, 0.860)
      (85, 175, 0.670)
      (85, 176, 0.385)
      (85, 177, 0.825)
      (85, 178, 0.605)
      (85, 181, 0.822)
      (85, 186, 0.225)
      (85, 189, 0.378)
      (85, 190, 0.998)
      (85, 191, 0.361)
      (85, 195, 0.938)
      (85, 196, 0.064)
      (85, 199, 0.974)
      (86, 87, 0.584)
      (86, 88, 0.601)
      (86, 90, 0.880)
      (86, 92, 0.172)
      (86, 96, 0.385)
      (86, 97, 0.948)
      (86, 99, 0.548)
      (86, 102, 0.088)
      (86, 106, 0.676)
      (86, 107, 0.611)
      (86, 109, 0.250)
      (86, 111, 0.695)
      (86, 112, 0.512)
      (86, 113, 0.762)
      (86, 115, 0.262)
      (86, 116, 0.818)
      (86, 119, 0.094)
      (86, 121, 0.772)
      (86, 122, 0.891)
      (86, 123, 0.745)
      (86, 128, 0.610)
      (86, 129, 0.871)
      (86, 130, 0.627)
      (86, 135, 0.305)
      (86, 136, 0.371)
      (86, 142, 0.154)
      (86, 147, 0.250)
      (86, 148, 0.896)
      (86, 149, 0.036)
      (86, 153, 0.737)
      (86, 154, 0.663)
      (86, 158, 0.804)
      (86, 160, 0.810)
      (86, 162, 0.250)
      (86, 163, 0.638)
      (86, 164, 0.426)
      (86, 166, 0.357)
      (86, 172, 0.401)
      (86, 173, 0.253)
      (86, 174, 0.930)
      (86, 175, 0.864)
      (86, 176, 0.791)
      (86, 177, 0.757)
      (86, 181, 0.250)
      (86, 183, 0.094)
      (86, 184, 0.753)
      (86, 187, 0.786)
      (86, 189, 0.272)
      (86, 190, 0.501)
      (86, 191, 0.508)
      (86, 192, 0.345)
      (86, 193, 0.506)
      (86, 194, 0.490)
      (86, 198, 0.592)
      (87, 88, 0.726)
      (87, 89, 0.547)
      (87, 91, 0.666)
      (87, 92, 0.083)
      (87, 93, 0.608)
      (87, 95, 0.144)
      (87, 98, 0.502)
      (87, 100, 0.859)
      (87, 101, 0.872)
      (87, 102, 0.757)
      (87, 103, 0.181)
      (87, 104, 0.814)
      (87, 105, 0.326)
      (87, 110, 0.065)
      (87, 112, 0.506)
      (87, 114, 0.660)
      (87, 115, 0.365)
      (87, 118, 0.014)
      (87, 120, 0.678)
      (87, 121, 0.731)
      (87, 125, 0.829)
      (87, 130, 0.628)
      (87, 132, 0.423)
      (87, 133, 0.978)
      (87, 135, 0.719)
      (87, 136, 0.002)
      (87, 142, 0.420)
      (87, 145, 0.172)
      (87, 147, 0.213)
      (87, 149, 0.602)
      (87, 151, 0.253)
      (87, 154, 0.180)
      (87, 156, 0.402)
      (87, 157, 0.243)
      (87, 158, 0.100)
      (87, 161, 0.074)
      (87, 164, 0.491)
      (87, 165, 0.871)
      (87, 166, 0.234)
      (87, 167, 0.719)
      (87, 168, 0.775)
      (87, 169, 0.628)
      (87, 171, 0.972)
      (87, 174, 0.485)
      (87, 175, 0.566)
      (87, 177, 0.452)
      (87, 178, 0.090)
      (87, 179, 0.639)
      (87, 180, 0.393)
      (87, 181, 0.890)
      (87, 184, 0.904)
      (87, 185, 0.044)
      (87, 186, 0.197)
      (87, 187, 0.662)
      (87, 192, 0.106)
      (87, 193, 0.785)
      (87, 194, 0.987)
      (87, 195, 0.969)
      (87, 196, 0.217)
      (87, 197, 0.443)
      (88, 89, 0.364)
      (88, 91, 0.482)
      (88, 92, 0.989)
      (88, 94, 0.827)
      (88, 95, 0.630)
      (88, 101, 0.457)
      (88, 103, 0.376)
      (88, 105, 0.110)
      (88, 107, 0.696)
      (88, 109, 0.438)
      (88, 111, 0.753)
      (88, 112, 0.484)
      (88, 113, 0.899)
      (88, 114, 0.563)
      (88, 116, 0.926)
      (88, 117, 0.635)
      (88, 118, 0.868)
      (88, 119, 0.580)
      (88, 122, 0.078)
      (88, 124, 0.584)
      (88, 127, 0.052)
      (88, 128, 0.297)
      (88, 129, 0.221)
      (88, 130, 0.679)
      (88, 131, 0.127)
      (88, 132, 0.348)
      (88, 133, 0.892)
      (88, 134, 0.828)
      (88, 135, 0.507)
      (88, 136, 0.803)
      (88, 137, 0.837)
      (88, 138, 0.377)
      (88, 139, 0.367)
      (88, 142, 0.423)
      (88, 149, 0.126)
      (88, 151, 0.392)
      (88, 154, 0.167)
