1 directed weighted graphs; all are reachable from vertex 0.

** G1: |V| = 1000
(u, v) E = { 
      (917, 300, 0.94344)
      (917, 306, 0.91088)
      (917, 320, 0.45164)
      (917, 325, 0.16978)
      (917, 335, 0.80802)
      (917, 360, 0.44090)
      (917, 363, 0.60354)
      (917, 369, 0.87643)
      (917, 388, 0.44522)
      (917, 400, 0.08603)
      (917, 428, 0.70961)
      (917, 462, 0.78934)
      (917, 479, 0.22334)
      (917, 485, 0.65992)
      (917, 554, 0.19330)
      (917, 556, 0.13368)
      (917, 576, 0.05588)
      (917, 652, 0.08259)
      (917, 678, 0.11350)
      (917, 685, 0.11646)
      (917, 696, 0.16853)
      (917, 709, 0.97871)
      (917, 711, 0.02488)
      (917, 728, 0.68783)
      (917, 743, 0.28606)
      (917, 750, 0.73385)
      (917, 796, 0.84852)
      (917, 838, 0.45099)
      (917, 857, 0.50412)
      (917, 863, 0.75291)
      (917, 875, 0.62533)
      (917, 884, 0.73503)
      (917, 887, 0.36464)
      (917, 896, 0.09664)
      (917, 946, 0.53139)
      (918, 24, 0.52284)
      (918, 32, 0.89861)
      (918, 41, 0.44970)
      (918, 70, 0.70995)
      (918, 74, 0.54465)
      (918, 116, 0.14583)
      (918, 117, 0.97407)
      (918, 134, 0.88891)
      (918, 140, 0.28968)
      (918, 146, 0.10542)
      (918, 156, 0.23660)
      (918, 170, 0.84587)
      (918, 183, 0.92188)
      (918, 217, 0.08986)
      (918, 232, 0.07003)
      (918, 239, 0.42226)
      (918, 253, 0.09176)
      (918, 275, 0.22848)
      (918, 281, 0.77671)
      (918, 285, 0.69530)
      (918, 296, 0.84929)
      (918, 302, 0.99496)
      (918, 330, 0.61097)
      (918, 387, 0.13777)
      (918, 388, 0.29315)
      (918, 408, 0.38132)
      (918, 418, 0.84778)
      (918, 472, 0.30151)
      (918, 490, 0.82284)
      (918, 493, 0.07577)
      (918, 505, 0.72404)
      (918, 509, 0.43992)
      (918, 516, 0.72350)
      (918, 543, 0.72885)
      (918, 545, 0.15005)
      (918, 599, 0.25826)
      (918, 621, 0.93602)
      (918, 638, 0.84240)
      (918, 692, 0.75871)
      (918, 698, 0.43995)
      (918, 731, 0.79801)
      (918, 773, 0.99509)
      (918, 776, 0.51237)
      (918, 788, 0.38769)
      (918, 795, 0.40828)
      (918, 801, 0.20815)
      (918, 806, 0.48534)
      (918, 809, 0.23523)
      (918, 813, 0.35116)
      (918, 830, 0.04316)
      (918, 865, 0.07162)
      (918, 884, 0.90670)
      (918, 923, 0.88375)
      (918, 966, 0.52527)
      (918, 995, 0.10259)
      (919, 11, 0.54032)
      (919, 30, 0.39354)
      (919, 57, 0.28076)
      (919, 77, 0.97594)
      (919, 84, 0.62204)
      (919, 85, 0.28432)
      (919, 87, 0.46960)
      (919, 93, 0.35314)
      (919, 174, 0.11826)
      (919, 176, 0.17817)
      (919, 202, 0.36714)
      (919, 205, 0.07340)
      (919, 207, 0.34893)
      (919, 226, 0.76474)
      (919, 229, 0.78941)
      (919, 272, 0.08105)
      (919, 273, 0.35700)
      (919, 290, 0.22082)
      (919, 291, 0.17190)
      (919, 297, 0.15882)
      (919, 322, 0.85584)
      (919, 354, 0.71413)
      (919, 373, 0.52761)
      (919, 389, 0.62215)
      (919, 413, 0.32144)
      (919, 453, 0.28997)
      (919, 459, 0.55576)
      (919, 470, 0.22644)
      (919, 487, 0.71794)
      (919, 506, 0.60740)
      (919, 536, 0.18763)
      (919, 556, 0.55235)
      (919, 559, 0.60058)
      (919, 571, 0.67499)
      (919, 575, 0.74186)
      (919, 579, 0.85525)
      (919, 586, 0.73643)
      (919, 592, 0.47741)
      (919, 627, 0.46868)
      (919, 642, 0.77116)
      (919, 646, 0.22274)
      (919, 647, 0.89133)
      (919, 654, 0.41533)
      (919, 716, 0.28767)
      (919, 734, 0.34901)
      (919, 787, 0.80384)
      (919, 793, 0.47244)
      (919, 808, 0.59431)
      (919, 822, 0.58193)
      (919, 840, 0.07306)
      (919, 851, 0.92219)
      (919, 854, 0.28266)
      (919, 874, 0.78405)
      (919, 877, 0.50436)
      (919, 884, 0.16338)
      (919, 913, 0.85560)
      (919, 960, 0.99766)
      (919, 978, 0.38677)
      (919, 992, 0.65136)
      (920, 38, 0.28692)
      (920, 48, 0.89082)
      (920, 61, 0.65112)
      (920, 68, 0.16287)
      (920, 73, 0.76425)
      (920, 82, 0.20612)
      (920, 90, 0.03211)
      (920, 105, 0.79883)
      (920, 128, 0.97728)
      (920, 178, 0.78928)
      (920, 197, 0.03580)
      (920, 208, 0.53739)
      (920, 237, 0.44025)
      (920, 278, 0.42199)
      (920, 290, 0.21715)
      (920, 308, 0.27659)
      (920, 310, 0.62684)
      (920, 315, 0.58906)
      (920, 331, 0.61715)
      (920, 332, 0.33909)
      (920, 346, 0.17108)
      (920, 378, 0.25187)
      (920, 394, 0.09355)
      (920, 424, 0.58822)
      (920, 442, 0.90970)
      (920, 448, 0.30250)
      (920, 467, 0.60435)
      (920, 482, 0.57133)
      (920, 486, 0.49050)
      (920, 534, 0.63495)
      (920, 551, 0.30948)
      (920, 554, 0.65473)
      (920, 565, 0.69175)
      (920, 577, 0.45827)
      (920, 600, 0.56159)
      (920, 609, 0.38199)
      (920, 643, 0.12102)
      (920, 645, 0.67128)
      (920, 655, 0.96673)
      (920, 658, 0.92014)
      (920, 679, 0.40877)
      (920, 697, 0.54571)
      (920, 700, 0.50059)
      (920, 706, 0.58287)
      (920, 791, 0.73816)
      (920, 795, 0.74871)
      (920, 796, 0.99669)
      (920, 831, 0.12882)
      (920, 833, 0.23228)
      (920, 851, 0.78959)
      (920, 858, 0.19750)
      (920, 863, 0.42425)
      (920, 896, 0.87138)
      (920, 924, 0.59181)
      (920, 932, 0.04184)
      (920, 945, 0.16989)
      (920, 949, 0.38274)
      (920, 974, 0.85994)
      (921, 12, 0.50605)
      (921, 22, 0.91356)
      (921, 28, 0.44868)
      (921, 47, 0.59276)
      (921, 49, 0.80094)
      (921, 72, 0.68720)
      (921, 74, 0.80637)
      (921, 83, 0.03013)
      (921, 84, 0.65770)
      (921, 95, 0.70568)
      (921, 111, 0.50971)
      (921, 170, 0.70079)
      (921, 187, 0.82215)
      (921, 199, 0.95950)
      (921, 217, 0.40368)
      (921, 253, 0.25627)
      (921, 262, 0.59207)
      (921, 300, 0.91448)
      (921, 311, 0.31316)
      (921, 360, 0.06652)
      (921, 397, 0.65663)
      (921, 411, 0.48156)
      (921, 420, 0.34657)
      (921, 434, 0.52475)
      (921, 446, 0.56218)
      (921, 460, 0.83125)
      (921, 463, 0.48791)
      (921, 495, 0.00897)
      (921, 517, 0.11816)
      (921, 533, 0.77426)
      (921, 554, 0.46398)
      (921, 557, 0.89614)
      (921, 586, 0.80596)
      (921, 590, 0.06323)
      (921, 628, 0.01531)
      (921, 649, 0.36861)
      (921, 653, 0.53029)
      (921, 667, 0.67744)
      (921, 691, 0.49793)
      (921, 723, 0.58330)
      (921, 748, 0.61722)
      (921, 790, 0.50267)
      (921, 858, 0.72416)
      (921, 876, 0.68552)
      (921, 884, 0.35478)
      (921, 896, 0.45785)
      (921, 943, 0.79496)
      (921, 974, 0.95132)
      (921, 978, 0.59641)
      (921, 980, 0.72325)
      (922, 11, 0.07238)
      (922, 16, 0.39807)
      (922, 20, 0.54457)
      (922, 28, 0.36464)
      (922, 29, 0.46486)
      (922, 62, 0.84740)
      (922, 88, 0.54264)
      (922, 95, 0.71672)
      (922, 103, 0.44389)
      (922, 137, 0.09277)
      (922, 138, 0.85585)
      (922, 143, 0.34154)
      (922, 151, 0.14669)
      (922, 156, 0.53310)
      (922, 171, 0.49958)
      (922, 182, 0.34647)
      (922, 207, 0.18366)
      (922, 230, 0.13553)
      (922, 244, 0.87396)
      (922, 262, 0.83060)
      (922, 326, 0.95517)
      (922, 345, 0.01134)
      (922, 372, 0.76192)
      (922, 398, 0.81810)
      (922, 419, 0.07150)
      (922, 439, 0.96246)
      (922, 496, 0.08127)
      (922, 521, 0.98113)
      (922, 528, 0.28183)
      (922, 529, 0.29819)
      (922, 576, 0.89284)
      (922, 602, 0.70856)
      (922, 611, 0.26344)
      (922, 628, 0.39117)
      (922, 649, 0.46702)
      (922, 659, 0.25166)
      (922, 727, 0.61826)
      (922, 757, 0.28467)
      (922, 762, 0.19096)
      (922, 811, 0.52204)
      (922, 880, 0.74252)
      (922, 899, 0.92091)
      (922, 923, 0.75028)
      (922, 932, 0.74698)
      (922, 933, 0.80242)
      (922, 960, 0.02805)
      (922, 988, 0.43759)
      (922, 995, 0.28810)
      (922, 999, 0.65389)
      (923,  2, 0.60093)
      (923, 19, 0.13426)
      (923, 28, 0.35747)
      (923, 38, 0.46560)
      (923, 45, 0.81746)
      (923, 61, 0.88262)
      (923, 71, 0.65708)
      (923, 93, 0.78095)
      (923, 123, 0.55044)
      (923, 141, 0.23649)
      (923, 145, 0.98030)
      (923, 157, 0.93149)
      (923, 178, 0.46590)
      (923, 181, 0.24012)
      (923, 201, 0.72527)
      (923, 231, 0.88996)
      (923, 256, 0.72208)
      (923, 259, 0.27525)
      (923, 274, 0.31459)
      (923, 317, 0.98662)
      (923, 318, 0.95996)
      (923, 331, 0.15994)
      (923, 337, 0.81577)
      (923, 366, 0.40781)
      (923, 378, 0.14397)
      (923, 388, 0.72946)
      (923, 396, 0.46455)
      (923, 410, 0.83328)
      (923, 412, 0.36713)
      (923, 423, 0.26126)
      (923, 427, 0.04182)
      (923, 429, 0.21115)
      (923, 438, 0.03075)
      (923, 449, 0.02199)
      (923, 454, 0.33454)
      (923, 464, 0.42011)
      (923, 492, 0.77348)
      (923, 525, 0.84004)
      (923, 540, 0.50898)
      (923, 587, 0.13004)
      (923, 589, 0.55954)
      (923, 591, 0.11708)
      (923, 603, 0.72428)
      (923, 608, 0.55654)
      (923, 633, 0.42449)
      (923, 650, 0.64627)
      (923, 658, 0.16389)
      (923, 668, 0.28813)
      (923, 681, 0.21186)
      (923, 682, 0.25369)
      (923, 685, 0.69545)
      (923, 716, 0.10808)
      (923, 748, 0.43786)
      (923, 754, 0.82364)
      (923, 755, 0.24786)
      (923, 756, 0.54024)
      (923, 768, 0.47328)
      (923, 835, 0.90328)
      (923, 862, 0.44364)
      (923, 868, 0.42424)
      (923, 887, 0.17141)
      (923, 889, 0.94767)
      (923, 902, 0.39045)
      (923, 939, 0.99441)
      (923, 953, 0.95528)
      (923, 956, 0.06719)
      (923, 968, 0.91673)
      (923, 990, 0.82570)
      (923, 992, 0.67984)
      (923, 998, 0.26875)
      (924, 27, 0.63255)
      (924, 57, 0.79583)
      (924, 86, 0.81813)
      (924, 88, 0.37348)
      (924, 90, 0.95578)
      (924, 117, 0.45320)
      (924, 133, 0.37592)
      (924, 182, 0.13983)
      (924, 188, 0.05627)
      (924, 195, 0.66015)
      (924, 209, 0.88893)
      (924, 210, 0.44822)
      (924, 241, 0.31081)
      (924, 250, 0.56963)
      (924, 298, 0.41785)
      (924, 343, 0.81567)
      (924, 360, 0.10731)
      (924, 371, 0.73883)
      (924, 375, 0.99788)
      (924, 419, 0.13202)
      (924, 433, 0.97266)
      (924, 441, 0.52177)
      (924, 457, 0.77566)
      (924, 470, 0.73995)
      (924, 472, 0.78436)
      (924, 483, 0.90908)
      (924, 512, 0.53322)
      (924, 514, 0.97806)
      (924, 524, 0.54784)
      (924, 526, 0.75175)
      (924, 527, 0.71062)
      (924, 544, 0.46964)
      (924, 562, 0.20398)
      (924, 605, 0.30262)
      (924, 615, 0.63329)
      (924, 628, 0.52583)
      (924, 631, 0.63067)
      (924, 656, 0.06268)
      (924, 682, 0.31144)
      (924, 687, 0.86297)
      (924, 717, 0.32408)
      (924, 741, 0.50306)
      (924, 762, 0.39145)
      (924, 808, 0.89584)
      (924, 829, 0.71987)
      (924, 846, 0.18025)
      (924, 894, 0.41353)
      (924, 898, 0.60247)
      (924, 932, 0.61914)
      (924, 997, 0.36056)
      (924, 998, 0.49727)
      (925, 15, 0.62365)
      (925, 19, 0.21474)
      (925, 24, 0.24823)
      (925, 28, 0.76085)
      (925, 56, 0.28977)
      (925, 59, 0.13639)
      (925, 75, 0.31271)
      (925, 80, 0.16793)
      (925, 104, 0.68833)
      (925, 167, 0.58755)
      (925, 168, 0.31383)
      (925, 180, 0.81299)
      (925, 219, 0.27373)
      (925, 229, 0.27284)
      (925, 246, 0.20245)
      (925, 283, 0.65515)
      (925, 289, 0.72877)
      (925, 299, 0.37607)
      (925, 304, 0.35607)
      (925, 327, 0.31816)
      (925, 339, 0.79088)
      (925, 358, 0.83354)
      (925, 361, 0.04104)
      (925, 418, 0.04397)
      (925, 441, 0.28746)
      (925, 454, 0.09081)
      (925, 481, 0.95462)
      (925, 505, 0.33761)
      (925, 562, 0.63559)
      (925, 567, 0.34565)
      (925, 568, 0.20447)
      (925, 580, 0.32900)
      (925, 587, 0.08250)
      (925, 598, 0.19356)
      (925, 609, 0.83026)
      (925, 613, 0.64319)
      (925, 620, 0.96178)
      (925, 633, 0.07935)
      (925, 697, 0.52661)
      (925, 729, 0.03107)
      (925, 771, 0.61026)
      (925, 777, 0.12227)
      (925, 779, 0.62452)
      (925, 796, 0.91952)
      (925, 801, 0.73989)
      (925, 805, 0.01205)
      (925, 808, 0.36739)
      (925, 813, 0.04637)
      (925, 817, 0.83579)
      (925, 827, 0.25306)
      (925, 843, 0.95601)
      (925, 871, 0.95727)
      (925, 911, 0.27380)
      (925, 930, 0.95464)
      (925, 946, 0.53244)
      (925, 979, 0.35693)
      (926,  3, 0.91850)
      (926, 22, 0.72321)
      (926, 66, 0.55367)
      (926, 75, 0.70088)
      (926, 97, 0.55666)
      (926, 115, 0.95952)
      (926, 164, 0.12675)
      (926, 183, 0.73581)
      (926, 209, 0.73049)
      (926, 230, 0.70370)
      (926, 270, 0.39803)
      (926, 271, 0.05096)
      (926, 279, 0.90489)
      (926, 289, 0.89551)
      (926, 298, 0.84717)
      (926, 305, 0.03033)
      (926, 332, 0.58478)
      (926, 362, 0.22336)
      (926, 381, 0.19937)
      (926, 384, 0.15069)
      (926, 419, 0.56725)
      (926, 422, 0.14438)
      (926, 428, 0.93110)
      (926, 435, 0.17291)
      (926, 438, 0.61312)
      (926, 439, 0.48379)
      (926, 455, 0.85548)
      (926, 459, 0.87750)
      (926, 467, 0.68683)
      (926, 488, 0.95323)
      (926, 492, 0.69754)
      (926, 501, 0.93100)
      (926, 508, 0.89276)
      (926, 522, 0.43651)
      (926, 527, 0.33083)
      (926, 596, 0.89237)
      (926, 628, 0.55164)
      (926, 641, 0.82819)
      (926, 684, 0.71527)
      (926, 686, 0.42323)
      (926, 691, 0.63390)
      (926, 692, 0.28731)
      (926, 710, 0.60721)
      (926, 727, 0.06276)
      (926, 734, 0.61920)
      (926, 747, 0.49317)
      (926, 839, 0.87452)
      (926, 864, 0.40769)
      (926, 870, 0.08036)
      (926, 880, 0.24409)
      (926, 890, 0.63195)
      (926, 906, 0.39190)
      (926, 954, 0.07546)
      (926, 961, 0.88299)
      (926, 993, 0.45681)
      (927, 14, 0.48581)
      (927, 31, 0.09072)
      (927, 39, 0.52014)
      (927, 55, 0.64408)
      (927, 82, 0.29336)
      (927, 159, 0.35157)
      (927, 163, 0.83302)
      (927, 166, 0.86672)
      (927, 190, 0.41419)
      (927, 207, 0.53935)
      (927, 242, 0.57565)
      (927, 246, 0.32996)
      (927, 284, 0.77462)
      (927, 306, 0.79869)
      (927, 318, 0.75768)
      (927, 328, 0.76493)
      (927, 335, 0.52668)
      (927, 346, 0.13141)
      (927, 357, 0.02200)
      (927, 365, 0.64533)
      (927, 367, 0.15558)
      (927, 369, 0.28442)
      (927, 385, 0.97826)
      (927, 388, 0.40663)
      (927, 429, 0.33218)
      (927, 446, 0.14027)
      (927, 476, 0.06521)
      (927, 481, 0.26056)
      (927, 483, 0.34941)
      (927, 527, 0.87299)
      (927, 537, 0.50014)
      (927, 543, 0.02166)
      (927, 544, 0.20617)
      (927, 549, 0.75840)
      (927, 550, 0.98830)
      (927, 551, 0.75323)
      (927, 556, 0.80264)
      (927, 562, 0.59081)
      (927, 579, 0.77862)
      (927, 591, 0.70832)
      (927, 594, 0.05549)
      (927, 619, 0.21772)
      (927, 627, 0.00225)
      (927, 645, 0.63818)
      (927, 654, 0.45772)
      (927, 680, 0.50095)
      (927, 684, 0.01807)
      (927, 687, 0.14350)
      (927, 711, 0.34446)
      (927, 725, 0.14351)
      (927, 738, 0.18805)
      (927, 744, 0.73493)
      (927, 760, 0.80267)
      (927, 792, 0.23055)
      (927, 813, 0.86270)
      (927, 855, 0.13819)
      (927, 889, 0.53961)
      (927, 896, 0.38382)
      (927, 911, 0.58543)
      (927, 918, 0.59646)
      (927, 947, 0.38294)
      (927, 965, 0.61359)
      (927, 969, 0.79141)
      (927, 975, 0.77766)
      (927, 990, 0.68885)
      (927, 995, 0.43908)
      (927, 998, 0.03273)
      (928, 51, 0.95602)
      (928, 56, 0.90847)
      (928, 97, 0.16971)
      (928, 119, 0.70675)
      (928, 124, 0.05176)
      (928, 163, 0.75381)
      (928, 169, 0.05453)
      (928, 181, 0.11079)
      (928, 184, 0.40326)
      (928, 189, 0.00470)
      (928, 203, 0.28089)
      (928, 254, 0.49291)
      (928, 256, 0.15104)
      (928, 290, 0.08822)
      (928, 294, 0.67684)
      (928, 296, 0.15810)
      (928, 297, 0.48771)
      (928, 316, 0.91197)
      (928, 334, 0.04695)
      (928, 339, 0.67906)
      (928, 349, 0.56417)
      (928, 355, 0.97797)
      (928, 372, 0.25862)
      (928, 378, 0.82119)
      (928, 403, 0.43070)
      (928, 404, 0.60622)
      (928, 413, 0.19460)
      (928, 443, 0.81319)
      (928, 471, 0.54641)
      (928, 494, 0.44121)
      (928, 517, 0.03661)
      (928, 537, 0.27935)
      (928, 538, 0.59299)
      (928, 551, 0.94956)
      (928, 599, 0.64468)
      (928, 613, 0.94346)
      (928, 637, 0.01801)
      (928, 642, 0.52234)
      (928, 643, 0.49176)
      (928, 657, 0.53083)
      (928, 751, 0.87570)
      (928, 756, 0.71568)
      (928, 760, 0.16532)
      (928, 782, 0.13552)
      (928, 795, 0.68152)
      (928, 799, 0.42623)
      (928, 807, 0.56412)
      (928, 811, 0.60401)
      (928, 812, 0.96207)
      (928, 826, 0.61282)
      (928, 832, 0.31581)
      (928, 843, 0.00776)
      (928, 845, 0.09653)
      (928, 848, 0.17127)
      (928, 853, 0.48686)
      (928, 861, 0.51571)
      (928, 877, 0.32880)
      (928, 881, 0.94665)
      (928, 902, 0.12405)
      (928, 927, 0.80491)
      (928, 941, 0.79149)
      (928, 955, 0.77402)
      (928, 980, 0.83124)
      (928, 988, 0.64434)
      (928, 997, 0.65929)
      (929, 18, 0.48662)
      (929, 37, 0.70706)
      (929, 44, 0.66845)
      (929, 66, 0.15869)
      (929, 68, 0.52181)
      (929, 73, 0.61584)
      (929, 80, 0.47769)
      (929, 87, 0.27814)
