1 directed weighted graphs; all are reachable from vertex 0.

** G1: |V| = 2000
(u, v) E = { 
      (1714, 1686, 0.77738)
      (1714, 1939, 0.16179)
      (1715, 186, 0.09845)
      (1715, 331, 0.22273)
      (1715, 343, 0.85525)
      (1715, 488, 0.33774)
      (1715, 588, 0.06669)
      (1715, 715, 0.51612)
      (1715, 747, 0.22947)
      (1715, 846, 0.44562)
      (1715, 858, 0.03343)
      (1715, 934, 0.69796)
      (1715, 944, 0.24406)
      (1715, 1156, 0.32222)
      (1715, 1228, 0.61528)
      (1715, 1316, 0.57441)
      (1715, 1420, 0.22381)
      (1715, 1471, 0.78427)
      (1715, 1505, 0.36979)
      (1715, 1556, 0.17467)
      (1715, 1558, 0.40248)
      (1715, 1582, 0.63243)
      (1715, 1637, 0.28292)
      (1715, 1665, 0.98690)
      (1715, 1814, 0.41666)
      (1715, 1881, 0.33169)
      (1716, 123, 0.65570)
      (1716, 141, 0.61719)
      (1716, 244, 0.34661)
      (1716, 273, 0.95086)
      (1716, 411, 0.65441)
      (1716, 650, 0.99040)
      (1716, 664, 0.39114)
      (1716, 832, 0.31117)
      (1716, 972, 0.39934)
      (1716, 994, 0.95570)
      (1716, 1052, 0.80192)
      (1716, 1107, 0.53651)
      (1716, 1164, 0.50702)
      (1716, 1166, 0.71365)
      (1716, 1275, 0.69474)
      (1716, 1367, 0.69852)
      (1716, 1377, 0.22036)
      (1716, 1401, 0.93006)
      (1716, 1419, 0.61773)
      (1716, 1504, 0.39848)
      (1716, 1787, 0.90108)
      (1716, 1815, 0.29371)
      (1716, 1895, 0.86566)
      (1717, 102, 0.65227)
      (1717, 193, 0.60704)
      (1717, 311, 0.59885)
      (1717, 329, 0.91284)
      (1717, 380, 0.90324)
      (1717, 560, 0.91784)
      (1717, 637, 0.14062)
      (1717, 649, 0.20453)
      (1717, 740, 0.63213)
      (1717, 753, 0.97090)
      (1717, 764, 0.63759)
      (1717, 803, 0.40359)
      (1717, 863, 0.46251)
      (1717, 884, 0.84412)
      (1717, 886, 0.34455)
      (1717, 888, 0.79631)
      (1717, 1116, 0.25209)
      (1717, 1130, 0.73945)
      (1717, 1163, 0.54190)
      (1717, 1180, 0.96485)
      (1717, 1201, 0.71210)
      (1717, 1256, 0.31299)
      (1717, 1378, 0.68358)
      (1717, 1485, 0.48029)
      (1717, 1522, 0.88107)
      (1717, 1705, 0.77958)
      (1717, 1706, 0.55502)
      (1717, 1791, 0.20943)
      (1717, 1911, 0.13473)
      (1718, 275, 0.19890)
      (1718, 497, 0.31840)
      (1718, 628, 0.32257)
      (1718, 704, 0.88316)
      (1718, 733, 0.56652)
      (1718, 795, 0.07483)
      (1718, 848, 0.40928)
      (1718, 984, 0.73487)
      (1718, 997, 0.74452)
      (1718, 1117, 0.74186)
      (1718, 1211, 0.62599)
      (1718, 1315, 0.75828)
      (1718, 1378, 0.69046)
      (1718, 1744, 0.35211)
      (1718, 1823, 0.64941)
      (1718, 1939, 0.54019)
      (1719, 21, 0.34349)
      (1719, 47, 0.62792)
      (1719, 115, 0.93630)
      (1719, 185, 0.23041)
      (1719, 218, 0.05635)
      (1719, 287, 0.37264)
      (1719, 344, 0.88710)
      (1719, 371, 0.58282)
      (1719, 373, 0.13513)
      (1719, 504, 0.08490)
      (1719, 585, 0.36268)
      (1719, 605, 0.89864)
      (1719, 655, 0.38887)
      (1719, 692, 0.70871)
      (1719, 790, 0.85106)
      (1719, 935, 0.47350)
      (1719, 973, 0.94063)
      (1719, 1028, 0.41355)
      (1719, 1059, 0.25925)
      (1719, 1082, 0.00697)
      (1719, 1180, 0.67770)
      (1719, 1211, 0.47941)
      (1719, 1517, 0.63525)
      (1719, 1557, 0.46801)
      (1719, 1579, 0.76588)
      (1719, 1724, 0.54975)
      (1719, 1763, 0.60187)
      (1719, 1946, 0.98407)
      (1719, 1955, 0.38658)
      (1719, 1995, 0.15070)
      (1720, 147, 0.91262)
      (1720, 270, 0.99827)
      (1720, 274, 0.20845)
      (1720, 308, 0.64179)
      (1720, 342, 0.18413)
      (1720, 366, 0.97603)
      (1720, 378, 0.06786)
      (1720, 602, 0.00936)
      (1720, 627, 0.87523)
      (1720, 641, 0.91932)
      (1720, 771, 0.50726)
      (1720, 867, 0.72728)
      (1720, 931, 0.94002)
      (1720, 1299, 0.57557)
      (1720, 1423, 0.59707)
      (1720, 1427, 0.00209)
      (1720, 1614, 0.87888)
      (1720, 1682, 0.16453)
      (1720, 1691, 0.19121)
      (1720, 1905, 0.41381)
      (1721, 36, 0.74214)
      (1721, 136, 0.05694)
      (1721, 143, 0.95389)
      (1721, 175, 0.26492)
      (1721, 255, 0.36788)
      (1721, 400, 0.76974)
      (1721, 493, 0.41991)
      (1721, 828, 0.87368)
      (1721, 890, 0.24153)
      (1721, 1030, 0.31291)
      (1721, 1140, 0.00532)
      (1721, 1441, 0.37808)
      (1721, 1521, 0.07479)
      (1721, 1572, 0.03829)
      (1721, 1596, 0.80649)
      (1721, 1649, 0.11710)
      (1721, 1662, 0.98088)
      (1721, 1849, 0.96108)
      (1721, 1945, 0.20754)
      (1722, 39, 0.24555)
      (1722, 71, 0.20984)
      (1722, 148, 0.94779)
      (1722, 256, 0.61626)
      (1722, 416, 0.61001)
      (1722, 884, 0.67311)
      (1722, 1004, 0.16824)
      (1722, 1045, 0.60488)
      (1722, 1192, 0.34128)
      (1722, 1371, 0.05850)
      (1722, 1397, 0.84254)
      (1722, 1465, 0.15893)
      (1722, 1547, 0.52927)
      (1722, 1548, 0.11976)
      (1722, 1615, 0.05838)
      (1722, 1812, 0.81181)
      (1723, 64, 0.25977)
      (1723, 74, 0.63991)
      (1723, 105, 0.35451)
      (1723, 294, 0.43800)
      (1723, 300, 0.44208)
      (1723, 301, 0.28599)
      (1723, 583, 0.39745)
      (1723, 650, 0.75514)
      (1723, 659, 0.22405)
      (1723, 895, 0.63232)
      (1723, 1080, 0.21037)
      (1723, 1122, 0.64429)
      (1723, 1130, 0.06679)
      (1723, 1309, 0.66406)
      (1723, 1394, 0.52281)
      (1723, 1560, 0.38639)
      (1723, 1703, 0.68573)
      (1723, 1765, 0.66351)
      (1723, 1778, 0.99811)
      (1723, 1929, 0.54097)
      (1724, 149, 0.35658)
      (1724, 179, 0.07267)
      (1724, 228, 0.53759)
      (1724, 371, 0.72726)
      (1724, 386, 0.62760)
      (1724, 401, 0.49833)
      (1724, 718, 0.27571)
      (1724, 772, 0.21056)
      (1724, 822, 0.42278)
      (1724, 859, 0.99230)
      (1724, 972, 0.88488)
      (1724, 1065, 0.94784)
      (1724, 1287, 0.38278)
      (1724, 1533, 0.83774)
      (1724, 1865, 0.37987)
      (1724, 1981, 0.97222)
      (1725, 294, 0.63936)
      (1725, 319, 0.02066)
      (1725, 353, 0.98670)
      (1725, 489, 0.08876)
      (1725, 610, 0.44712)
      (1725, 715, 0.56115)
      (1725, 755, 0.71397)
      (1725, 838, 0.61716)
      (1725, 863, 0.51656)
      (1725, 869, 0.99663)
      (1725, 901, 0.97611)
      (1725, 921, 0.73450)
      (1725, 971, 0.93050)
      (1725, 1156, 0.99178)
      (1725, 1476, 0.63214)
      (1725, 1575, 0.68310)
      (1725, 1689, 0.11635)
      (1725, 1715, 0.25303)
      (1726, 56, 0.99823)
      (1726, 427, 0.44308)
      (1726, 572, 0.94685)
      (1726, 825, 0.69068)
      (1726, 953, 0.71195)
      (1726, 1032, 0.63441)
      (1726, 1133, 0.65551)
      (1726, 1169, 0.79882)
      (1726, 1182, 0.31364)
      (1726, 1207, 0.80806)
      (1726, 1213, 0.57943)
      (1726, 1479, 0.50329)
      (1727, 56, 0.75176)
      (1727, 75, 0.83510)
      (1727, 134, 0.72985)
      (1727, 170, 0.13892)
      (1727, 627, 0.37026)
      (1727, 737, 0.12504)
      (1727, 798, 0.76066)
      (1727, 898, 0.56189)
      (1727, 1183, 0.91141)
      (1727, 1186, 0.04302)
      (1727, 1204, 0.41560)
      (1727, 1389, 0.66019)
      (1727, 1563, 0.02892)
      (1727, 1578, 0.77367)
      (1727, 1693, 0.70233)
      (1727, 1717, 0.75157)
      (1727, 1989, 0.15494)
      (1728,  6, 0.33767)
      (1728, 177, 0.67731)
      (1728, 220, 0.32798)
      (1728, 241, 0.66490)
      (1728, 651, 0.97991)
      (1728, 661, 0.67690)
      (1728, 952, 0.29654)
      (1728, 954, 0.01711)
      (1728, 979, 0.28863)
      (1728, 1070, 0.17696)
      (1728, 1164, 0.06516)
      (1728, 1193, 0.60988)
      (1728, 1251, 0.22689)
      (1728, 1349, 0.30305)
      (1728, 1473, 0.98764)
      (1728, 1640, 0.12031)
      (1728, 1667, 0.77929)
      (1728, 1730, 0.89007)
      (1728, 1896, 0.71122)
      (1728, 1899, 0.47874)
      (1728, 1911, 0.04862)
      (1728, 1964, 0.49103)
      (1728, 1979, 0.56551)
      (1729,  3, 0.18251)
      (1729, 284, 0.24160)
      (1729, 297, 0.67517)
      (1729, 311, 0.94062)
      (1729, 381, 0.25521)
      (1729, 398, 0.22505)
      (1729, 489, 0.82553)
      (1729, 532, 0.58912)
      (1729, 604, 0.25074)
      (1729, 799, 0.00948)
      (1729, 864, 0.34809)
      (1729, 867, 0.60543)
      (1729, 924, 0.45790)
      (1729, 1150, 0.14320)
      (1729, 1206, 0.72524)
      (1729, 1238, 0.83217)
      (1729, 1300, 0.74703)
      (1729, 1336, 0.18732)
      (1729, 1528, 0.35798)
      (1729, 1927, 0.24982)
      (1730, 28, 0.88711)
      (1730, 141, 0.90756)
      (1730, 184, 0.21645)
      (1730, 226, 0.65118)
      (1730, 261, 0.03488)
      (1730, 263, 0.73134)
      (1730, 313, 0.02215)
      (1730, 551, 0.01840)
      (1730, 564, 0.02871)
      (1730, 845, 0.27912)
      (1730, 875, 0.64954)
      (1730, 944, 0.07003)
      (1730, 1005, 0.58816)
      (1730, 1010, 0.91497)
      (1730, 1218, 0.47088)
      (1730, 1276, 0.85997)
      (1730, 1326, 0.62172)
      (1730, 1424, 0.25604)
      (1730, 1679, 0.35134)
      (1730, 1966, 0.34029)
      (1731, 56, 0.22702)
      (1731, 272, 0.67360)
      (1731, 405, 0.34155)
      (1731, 415, 0.14191)
      (1731, 896, 0.01508)
      (1731, 929, 0.82902)
      (1731, 985, 0.44210)
      (1731, 1055, 0.31528)
      (1731, 1103, 0.54620)
      (1731, 1371, 0.30299)
      (1731, 1449, 0.04801)
      (1731, 1921, 0.00488)
      (1731, 1922, 0.95279)
      (1731, 1962, 0.77261)
      (1732, 109, 0.01440)
      (1732, 114, 0.24166)
      (1732, 444, 0.41027)
      (1732, 482, 0.96027)
      (1732, 529, 0.13315)
      (1732, 912, 0.98028)
      (1732, 1100, 0.67970)
      (1732, 1112, 0.22245)
      (1732, 1313, 0.76535)
      (1732, 1393, 0.25637)
      (1732, 1403, 0.01658)
      (1732, 1417, 0.28925)
      (1732, 1811, 0.91066)
      (1732, 1876, 0.90242)
      (1732, 1882, 0.86592)
      (1732, 1898, 0.87011)
      (1732, 1919, 0.42173)
      (1732, 1924, 0.60630)
      (1733, 97, 0.82633)
      (1733, 136, 0.66332)
      (1733, 186, 0.55611)
      (1733, 321, 0.58427)
      (1733, 601, 0.96844)
      (1733, 809, 0.33964)
      (1733, 842, 0.38363)
      (1733, 911, 0.05454)
      (1733, 1009, 0.61261)
      (1733, 1068, 0.60453)
      (1733, 1105, 0.28928)
      (1733, 1145, 0.69651)
      (1733, 1171, 0.90978)
      (1733, 1273, 0.73798)
      (1733, 1310, 0.03707)
      (1733, 1428, 0.03140)
      (1733, 1467, 0.75637)
      (1733, 1904, 0.38563)
      (1734, 115, 0.19894)
      (1734, 186, 0.56841)
      (1734, 279, 0.16927)
      (1734, 307, 0.99347)
      (1734, 648, 0.78025)
      (1734, 852, 0.28371)
      (1734, 950, 0.52076)
      (1734, 1189, 0.69622)
      (1734, 1592, 0.54766)
      (1734, 1635, 0.80092)
      (1734, 1741, 0.01831)
      (1734, 1775, 0.08633)
      (1734, 1780, 0.99220)
      (1734, 1983, 0.78210)
      (1735,  1, 0.09325)
      (1735, 14, 0.20672)
      (1735, 156, 0.33665)
      (1735, 228, 0.86800)
      (1735, 281, 0.38092)
      (1735, 381, 0.11600)
      (1735, 511, 0.26542)
      (1735, 536, 0.74528)
      (1735, 553, 0.55747)
      (1735, 564, 0.47482)
      (1735, 599, 0.02209)
      (1735, 947, 0.80709)
      (1735, 1285, 0.51294)
      (1735, 1288, 0.61932)
      (1735, 1451, 0.99804)
      (1735, 1577, 0.73264)
      (1735, 1623, 0.13462)
      (1735, 1635, 0.57290)
      (1735, 1734, 0.11023)
      (1735, 1849, 0.05530)
      (1735, 1963, 0.52834)
      (1736, 142, 0.64495)
      (1736, 214, 0.21763)
      (1736, 215, 0.37967)
      (1736, 287, 0.13288)
      (1736, 393, 0.57422)
      (1736, 535, 0.92218)
      (1736, 554, 0.61917)
      (1736, 560, 0.03864)
      (1736, 718, 0.81595)
      (1736, 823, 0.77320)
      (1736, 952, 0.34693)
      (1736, 1423, 0.40978)
      (1736, 1646, 0.06495)
      (1736, 1654, 0.62059)
      (1736, 1777, 0.60836)
      (1736, 1934, 0.23295)
      (1737, 57, 0.60582)
      (1737, 97, 0.60434)
      (1737, 104, 0.17568)
      (1737, 373, 0.96193)
      (1737, 443, 0.54142)
      (1737, 459, 0.54234)
      (1737, 521, 0.24013)
      (1737, 566, 0.01173)
      (1737, 624, 0.43506)
      (1737, 666, 0.23356)
      (1737, 917, 0.41511)
      (1737, 930, 0.06812)
      (1737, 1019, 0.34421)
      (1737, 1255, 0.41460)
      (1737, 1275, 0.26862)
      (1737, 1314, 0.93497)
      (1737, 1435, 0.00122)
      (1737, 1537, 0.20623)
      (1737, 1834, 0.13582)
      (1737, 1837, 0.32195)
      (1737, 1864, 0.86427)
      (1737, 1877, 0.89875)
      (1738, 65, 0.24724)
      (1738, 84, 0.51797)
      (1738, 165, 0.15819)
      (1738, 296, 0.52072)
      (1738, 400, 0.94201)
      (1738, 404, 0.37114)
      (1738, 468, 0.43970)
      (1738, 654, 0.75330)
      (1738, 685, 0.44313)
      (1738, 737, 0.94193)
      (1738, 775, 0.18426)
      (1738, 838, 0.34193)
      (1738, 879, 0.75251)
      (1738, 1165, 0.72785)
      (1738, 1360, 0.48372)
      (1738, 1405, 0.50369)
      (1738, 1488, 0.22209)
      (1738, 1578, 0.92732)
      (1738, 1641, 0.60331)
      (1738, 1933, 0.10794)
      (1738, 1944, 0.89780)
      (1738, 1946, 0.97578)
      (1739, 30, 0.47043)
      (1739, 80, 0.93704)
      (1739, 212, 0.79166)
      (1739, 370, 0.53175)
      (1739, 389, 0.73704)
      (1739, 430, 0.59035)
      (1739, 497, 0.31943)
      (1739, 614, 0.78201)
      (1739, 672, 0.25266)
      (1739, 714, 0.85063)
      (1739, 976, 0.15867)
      (1739, 1240, 0.18100)
      (1739, 1337, 0.66066)
      (1739, 1446, 0.29852)
      (1739, 1473, 0.70242)
      (1739, 1479, 0.33587)
      (1739, 1516, 0.22441)
      (1739, 1556, 0.49224)
      (1739, 1875, 0.95232)
      (1739, 1968, 0.71739)
      (1739, 1976, 0.64891)
      (1740, 36, 0.91640)
      (1740, 97, 0.21858)
      (1740, 123, 0.78748)
      (1740, 131, 0.39812)
      (1740, 394, 0.74594)
      (1740, 572, 0.76826)
      (1740, 657, 0.92429)
      (1740, 839, 0.23773)
      (1740, 1020, 0.36874)
      (1740, 1193, 0.54912)
      (1740, 1241, 0.83673)
      (1740, 1310, 0.22141)
      (1740, 1760, 0.61164)
      (1740, 1889, 0.82300)
      (1740, 1999, 0.91796)
      (1741, 74, 0.45285)
      (1741, 120, 0.33000)
      (1741, 299, 0.29795)
      (1741, 357, 0.48313)
      (1741, 431, 0.24066)
      (1741, 542, 0.25931)
      (1741, 551, 0.74008)
      (1741, 570, 0.84155)
      (1741, 577, 0.76084)
      (1741, 610, 0.16567)
      (1741, 721, 0.05428)
      (1741, 804, 0.15971)
      (1741, 898, 0.85779)
      (1741, 1039, 0.69259)
      (1741, 1091, 0.04084)
      (1741, 1133, 0.99980)
      (1741, 1156, 0.86363)
      (1741, 1161, 0.80163)
      (1741, 1412, 0.06747)
      (1741, 1469, 0.84960)
      (1741, 1496, 0.65266)
      (1741, 1611, 0.53208)
      (1741, 1745, 0.15863)
      (1741, 1846, 0.11925)
      (1741, 1976, 0.59667)
      (1742, 159, 0.64761)
      (1742, 167, 0.43058)
      (1742, 281, 0.63766)
      (1742, 512, 0.70211)
      (1742, 612, 0.82706)
      (1742, 637, 0.79852)
      (1742, 683, 0.06060)
      (1742, 837, 0.97131)
      (1742, 996, 0.71192)
      (1742, 1274, 0.64692)
      (1742, 1372, 0.85682)
      (1742, 1373, 0.64918)
      (1742, 1389, 0.12604)
      (1742, 1458, 0.61265)
      (1742, 1568, 0.48110)
      (1742, 1714, 0.05969)
      (1742, 1730, 0.65520)
      (1742, 1760, 0.45983)
      (1742, 1808, 0.30481)
      (1742, 1852, 0.62823)
      (1742, 1857, 0.87131)
      (1742, 1889, 0.49126)
      (1742, 1921, 0.04517)
      (1742, 1934, 0.72243)
      (1743, 23, 0.85439)
      (1743, 48, 0.89017)
      (1743, 382, 0.74116)
      (1743, 528, 0.99540)
      (1743, 559, 0.54430)
      (1743, 572, 0.65640)
      (1743, 678, 0.23083)
      (1743, 841, 0.44296)
      (1743, 1152, 0.61754)
      (1743, 1161, 0.22295)
      (1743, 1169, 0.56937)
      (1743, 1211, 0.78260)
      (1743, 1309, 0.04622)
      (1743, 1313, 0.45442)
      (1743, 1343, 0.65866)
      (1743, 1413, 0.26711)
      (1743, 1475, 0.71429)
      (1743, 1491, 0.88012)
      (1743, 1525, 0.00982)
      (1743, 1562, 0.22621)
      (1743, 1653, 0.51590)
      (1743, 1681, 0.11563)
      (1743, 1738, 0.90515)
      (1743, 1769, 0.30016)
      (1743, 1840, 0.11962)
      (1743, 1921, 0.84662)
      (1743, 1925, 0.08184)
      (1743, 1996, 0.27486)
      (1744, 140, 0.82443)
      (1744, 207, 0.72931)
      (1744, 272, 0.21144)
      (1744, 612, 0.60344)
      (1744, 619, 0.76351)
      (1744, 684, 0.36787)
      (1744, 748, 0.93251)
      (1744, 759, 0.61850)
      (1744, 811, 0.00659)
      (1744, 815, 0.39335)
      (1744, 1060, 0.42668)
      (1744, 1223, 0.58995)
      (1744, 1252, 0.85804)
      (1744, 1473, 0.20993)
      (1744, 1536, 0.88721)
      (1744, 1881, 0.07013)
      (1744, 1997, 0.94208)
      (1745, 14, 0.46786)
      (1745, 172, 0.83026)
      (1745, 213, 0.65331)
      (1745, 229, 0.24059)
      (1745, 302, 0.79361)
      (1745, 388, 0.96349)
      (1745, 423, 0.01390)
      (1745, 493, 0.39126)
      (1745, 535, 0.73425)
      (1745, 581, 0.56484)
      (1745, 589, 0.80730)
      (1745, 604, 0.49449)
      (1745, 678, 0.59359)
      (1745, 779, 0.69285)
      (1745, 1050, 0.99964)
      (1745, 1067, 0.73005)
      (1745, 1191, 0.76659)
      (1745, 1529, 0.22009)
      (1745, 1681, 0.69053)
      (1745, 1723, 0.53552)
      (1745, 1803, 0.01622)
      (1745, 1837, 0.11494)
      (1745, 1853, 0.73834)
      (1745, 1930, 0.82907)
      (1746,  1, 0.52939)
      (1746, 301, 0.41793)
      (1746, 306, 0.87958)
      (1746, 408, 0.41896)
      (1746, 462, 0.99793)
      (1746, 573, 0.14164)
      (1746, 779, 0.35262)
      (1746, 786, 0.58130)
      (1746, 796, 0.16600)
      (1746, 1072, 0.65437)
      (1746, 1155, 0.70605)
      (1746, 1185, 0.56298)
      (1746, 1224, 0.88523)
      (1746, 1410, 0.29680)
      (1746, 1421, 0.22868)
      (1746, 1477, 0.69133)
      (1746, 1480, 0.32567)
      (1746, 1517, 0.97885)
      (1746, 1816, 0.91915)
      (1746, 1829, 0.23454)
      (1746, 1996, 0.49801)
      (1747, 45, 0.77151)
      (1747, 149, 0.87434)
      (1747, 229, 0.95124)
      (1747, 548, 0.08687)
      (1747, 640, 0.33162)
      (1747, 707, 0.49989)
      (1747, 750, 0.68534)
      (1747, 832, 0.68944)
      (1747, 844, 0.02556)
      (1747, 1113, 0.10527)
      (1747, 1262, 0.61898)
      (1747, 1524, 0.61039)
      (1747, 1547, 0.77053)
      (1747, 1616, 0.42598)
      (1747, 1681, 0.26369)
      (1748, 167, 0.88287)
      (1748, 172, 0.52788)
      (1748, 345, 0.62619)
      (1748, 522, 0.22620)
      (1748, 1003, 0.17345)
      (1748, 1102, 0.24809)
      (1748, 1214, 0.05146)
      (1748, 1351, 0.58742)
      (1748, 1504, 0.81896)
      (1748, 1528, 0.42433)
      (1748, 1659, 0.96304)
      (1748, 1705, 0.98831)
      (1748, 1715, 0.28799)
      (1748, 1795, 0.18897)
      (1749, 10, 0.09954)
      (1749, 89, 0.70467)
      (1749, 476, 0.98211)
      (1749, 516, 0.47719)
      (1749, 611, 0.63848)
      (1749, 650, 0.34212)
      (1749, 782, 0.88460)
      (1749, 904, 0.20044)
      (1749, 932, 0.16190)
